level_0,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
139727,19727,9.792669,1.2448255,0.22384308,7.5158863,0.28692335,40.557953,106.35419,0.9961887,3.2451906,1.5916181,12.924462,7.0
85946,25946,11.466205,1.1589863,0.9456633,1.803414,0.48193347,19.999256,235.01912,0.99356854,3.692366,0.7107895,11.074312,4.0
138501,18501,7.9607615,0.36637318,0.25612354,10.2029705,0.45120245,59.833206,129.14233,0.9943552,3.692321,1.3842973,11.1563225,5.0
93899,33899,11.288177,1.2622056,0.80436474,11.118038,0.12512416,15.452087,112.56047,1.0014181,3.0660799,0.76148045,10.513841,3.0
26118,26118,11.028818,1.3546209,0.6805598,11.21647,0.39432812,36.73528,82.048134,0.99636954,3.4520476,1.4069399,12.069243,3.0
164216,44216,8.418306,0.6696887,0.32277235,8.386327,0.42261684,47.989986,120.01842,0.9948371,3.668646,1.3509643,11.328839,5.0
95674,35674,7.0302405,0.43041855,0.14543736,7.5020475,0.46975973,57.327984,84.36958,0.9960749,3.7289133,1.7009318,11.90108,5.0
151341,31341,9.314521,1.4823619,0.8073008,6.246258,0.15878281,4.7035975,72.81014,1.0017074,3.4836416,1.307427,12.467145,3.0
32440,32440,9.422016,0.5957501,0.49242938,4.908842,0.35693386,47.961422,221.48262,0.99353737,3.084823,1.1917101,10.915182,5.0
1097,1097,7.884673,1.2470636,0.4583939,5.0031376,0.18492292,12.131801,163.32402,1.0000659,3.196139,1.2782423,11.919808,3.0
54510,54510,10.020984,1.4276872,0.5564821,5.668473,0.2866401,16.998363,123.4462,0.99921495,3.2657878,1.3734467,12.848398,3.0
133596,13596,8.471547,1.0014042,0.839403,6.247993,0.28514263,11.944969,107.83249,0.9993884,3.3375695,1.1497597,10.386036,3.0
129879,9879,9.697438,1.1066651,0.101210795,11.508057,0.18481486,29.741629,44.879112,0.9972135,3.4412782,1.5519713,12.669586,3.0
138450,18450,13.630906,0.594167,0.5581361,7.449172,0.27341244,66.4,216.68872,0.99388903,2.9820867,0.5048524,11.116119,6.0
459,459,8.526399,0.3779125,0.18439317,8.937354,0.28876615,45.52194,89.444756,0.9982409,3.5195403,1.0715199,11.716409,3.0
35171,35171,10.195497,0.69206685,0.69975793,4.2191353,0.5108895,44.571754,120.897484,0.9950593,3.428726,1.1842387,12.687702,6.0
125550,5550,8.618348,0.66418004,0.54957306,11.065683,0.5083668,40.07598,123.07197,0.994645,3.7285974,1.4133346,12.464089,3.0
175274,55274,10.995851,1.203199,0.4630175,8.529242,0.21782501,13.739545,58.272575,0.99976665,3.504936,1.2973187,13.075327,3.0
41487,41487,13.74256,1.2972211,0.4886453,10.502004,0.331952,31.444057,40.986362,0.9996234,3.7006452,1.1826744,14.220952,3.0
142204,22204,9.782263,0.35072458,0.63650674,6.496109,0.54017484,54.8434,144.87148,0.9934971,3.825183,1.1679189,11.210435,5.0
115287,55287,12.745538,1.1805658,0.9671241,9.149792,0.20216681,27.215618,234.71844,1.0007244,3.0884395,0.47349474,9.776821,4.0
44328,44328,11.571911,0.92654294,0.588218,9.919725,0.5321109,54.74151,153.25133,0.99442613,3.8189762,1.7015846,12.774735,5.0
53578,53578,12.843077,0.5747388,0.87334067,12.715682,0.4602513,34.791336,137.07846,0.9976724,3.390771,0.9574128,12.978694,8.0
29547,29547,8.901615,0.6779312,0.526868,5.794049,0.3591864,20.149881,68.59747,0.9971531,3.484535,1.2503105,10.854469,3.0
123095,3095,10.594701,1.3369302,0.08725716,6.2114525,0.2135398,29.570957,142.04727,1.0003223,3.1201706,1.8049053,13.921439,8.0
1600,1600,9.229178,1.4364328,0.91399133,6.0680594,0.2835824,11.825126,180.22278,0.9991779,2.9854848,1.4064466,12.367799,4.0
59857,59857,11.582045,1.2651895,0.78429794,4.7207265,0.15599911,16.098019,183.3174,1.0019469,3.2755573,0.64452773,12.263195,6.0
32387,32387,9.713532,0.61650574,0.6281311,7.577862,0.40478125,35.71328,142.39728,0.99574727,3.1421888,1.1696962,12.396803,5.0
87440,27440,14.856846,1.4790872,0.99444216,1.3417118,0.18372358,25.933983,282.53934,0.9941678,3.7879024,0.35300338,9.340688,4.0
169264,49264,7.2453322,1.0197014,0.56490123,6.33053,0.17768312,13.318249,190.25957,0.9993547,3.2579098,1.075737,10.38134,3.0
102479,42479,10.376476,1.1163961,0.590399,7.9192348,0.05621659,7.0385823,107.6671,1.0020924,3.0864267,0.8701905,10.867072,4.0
42197,42197,9.069995,0.76707107,0.2761433,5.294113,0.3473095,28.54248,88.75236,0.9989025,3.5865037,1.6533213,12.364293,5.0
94751,34751,11.4655285,1.387598,0.88103324,7.4112105,0.20796794,6.7433305,71.186295,1.0016586,3.3932507,1.0668672,12.670107,3.0
140591,20591,11.402481,0.25639534,0.6127881,7.760011,0.4406063,66.16657,226.97845,0.9935775,3.3900275,0.60226744,10.32964,6.0
90952,30952,10.253155,1.0927558,0.7318712,7.797451,0.18285322,27.235315,168.1569,0.99801266,3.5619726,0.7947609,10.982619,3.0
283,283,13.312239,0.42691323,0.8917956,5.954258,0.5880515,66.885,178.163,0.99186087,3.9430947,1.4888352,11.426453,5.0
121096,1096,9.0154705,1.475539,0.7238328,7.2942476,0.1572105,7.033743,67.43808,1.0007318,3.4796395,1.4551126,12.070511,3.0
150172,30172,10.271066,1.3230159,0.8563706,7.895445,0.22076777,6.6582427,70.841255,1.0009726,3.2825186,1.2972599,12.330897,3.0
46185,46185,6.9258842,1.0709149,0.8507401,2.755619,0.42540863,19.005016,185.11488,0.9955792,3.063875,1.1120278,10.114893,4.0
139233,19233,9.542955,1.146166,0.6651328,9.475654,0.108207315,13.954792,133.89902,1.0016711,3.076406,0.91779786,10.834443,3.0
35265,35265,11.167365,1.1135697,0.14722395,12.190764,0.38566098,46.700916,57.670647,0.99605167,3.2987106,1.430011,13.308717,3.0
81264,21264,10.525567,1.2846628,0.85995746,3.1131096,0.36037308,18.032213,187.16519,0.9974076,3.4370987,0.94172555,12.470879,4.0
125570,5570,12.559464,0.4607252,0.17424394,11.93735,0.490476,70.20957,134.2739,0.99154854,3.806476,1.0153733,11.569049,5.0
87834,27834,12.749177,1.1799327,0.94313127,1.7802603,0.51872987,33.7881,237.54523,0.9918747,3.6887393,0.82004833,10.890685,4.0
73857,13857,14.41129,0.8531501,0.82411784,5.2330027,0.40938652,64.31159,213.10156,0.9930882,3.4141796,0.6849265,11.68975,6.0
137728,17728,10.908736,0.7614949,0.7199746,5.553492,0.3594859,53.024117,235.83948,0.99378616,3.1618247,0.59727496,10.014554,7.0
15133,15133,7.9029,0.47089812,0.31221697,9.28018,0.38754427,50.932266,149.9141,0.9945695,3.2586737,1.374758,11.204411,6.0
130786,10786,6.93335,0.5754867,0.64272314,10.52369,0.22957869,19.329754,183.53937,0.99953026,3.2093334,0.9274963,9.884733,3.0
171014,51014,9.226342,1.3196415,0.2900978,10.146838,0.14731649,21.191557,60.946747,0.9982018,3.4613957,1.5343161,12.136356,3.0
24283,24283,10.5481205,1.2079843,0.7978117,10.969434,0.1456486,13.33425,124.5192,1.0020397,3.0495253,0.7803514,11.011148,3.0
135012,15012,9.355226,0.65053135,0.17770466,7.669877,0.26105875,58.42382,103.73145,0.9958006,3.4258065,1.4146407,12.0145445,4.0
145794,25794,8.451139,0.42231122,0.7292133,9.726009,0.27053136,36.38822,220.70927,0.9977819,3.1897078,0.59665227,9.236174,3.0
23376,23376,12.101229,0.54356116,0.53921545,7.162169,0.32067347,50.456097,122.90604,0.9970411,3.276989,0.6855124,12.143876,6.0
116644,56644,8.754631,0.92320734,0.49320567,8.163657,0.49987996,36.809563,111.771095,0.9934714,3.375885,1.2118253,12.0225,7.0
10629,10629,13.004457,1.5661536,0.6385009,12.557991,0.5168864,25.73259,56.46684,0.99354184,3.5287359,1.9313273,14.618601,8.0
165250,45250,11.94155,0.8900554,0.6075273,11.606716,0.22797644,11.008418,50.369812,1.0009569,3.4139497,1.3801363,12.978722,5.0
33167,33167,8.430859,0.7790944,0.5563545,3.5647378,0.37947807,30.399014,141.50043,0.996493,3.639585,0.94961274,10.259242,4.0
61651,1651,11.121842,1.0568466,0.61642873,12.018082,0.2246053,30.071901,99.02252,0.99728125,3.3076239,1.1827227,11.399627,3.0
49634,49634,13.174413,0.8895205,0.86395174,11.80054,0.3323724,36.062035,169.20511,0.9975379,2.9284825,1.0909442,12.243329,8.0
145774,25774,9.879444,0.7388811,0.3427753,9.619261,0.1838248,26.354889,67.44432,0.99844795,3.26894,1.3476217,11.06181,4.0
86615,26615,8.067281,0.84311837,0.2871642,9.089241,0.27907705,32.145523,116.23772,0.9957731,3.3270082,1.1790501,11.525374,3.0
75008,15008,11.333794,1.4004192,0.9788123,9.381003,0.3058099,8.394229,153.6687,1.0010045,3.5360262,0.8505402,10.137341,3.0
92877,32877,10.923277,0.7780097,0.6013248,9.7145405,0.24178757,35.3514,119.821304,0.99778676,3.3232467,1.2368892,11.346113,5.0
50758,50758,14.215689,0.8707255,0.6884256,9.251153,0.21082775,25.640991,161.30324,0.9997344,3.2831774,1.3013572,13.158939,5.0
176925,56925,9.548702,0.7561377,0.1342581,9.051103,0.30824846,47.182693,51.478817,0.99702835,3.5355532,1.5348308,12.7845,5.0
74547,14547,8.081341,1.0244828,0.07303481,12.1644335,0.2561226,36.475014,47.399822,0.9962252,3.6322036,1.6311269,12.782597,7.0
85408,25408,10.867005,0.83157647,0.6172727,8.809485,0.35734805,47.01297,158.54819,0.99438614,3.4601755,0.91719955,10.400654,3.0
59374,59374,9.534157,0.76681596,0.251916,6.9182563,0.35828805,37.124866,93.704285,0.99843884,3.2330182,1.2393788,12.772243,3.0
168495,48495,8.700833,0.55858153,0.50327015,6.2691774,0.4216286,52.913994,209.03894,0.99466985,3.2221155,1.1627061,11.371782,8.0
117548,57548,10.562878,1.0976595,0.15769981,13.476065,0.41955355,57.509823,92.092476,0.991352,3.7314885,1.5230422,11.828583,8.0
103574,43574,14.154657,0.89475495,0.96211743,2.110883,0.15363467,59.940376,282.62146,0.9929502,3.369714,0.35187137,8.750778,4.0
64845,4845,8.630535,0.76204693,0.15106095,7.5033298,0.24008581,35.108036,113.253586,0.9988568,3.2641146,1.6639223,12.457422,5.0
52947,52947,8.027884,0.23129553,0.13308302,11.999503,0.29749742,56.610706,172.32582,0.994287,3.5577106,0.91620713,9.551283,6.0
75783,15783,7.6228714,0.2836615,0.07802637,10.947749,0.33864814,51.796112,148.19592,0.9989632,3.2211778,1.3073848,12.218632,7.0
73496,13496,9.0910015,0.7178386,0.42657465,5.81036,0.387571,41.44903,131.41975,0.9977663,3.3837094,1.1639314,12.207517,7.0
177160,57160,6.9607434,0.4166457,0.26786506,11.486136,0.18581039,21.892845,102.58356,0.9985427,3.0414224,1.1254046,10.125967,3.0
135182,15182,8.748422,0.32627147,0.30643788,13.472585,0.2962931,28.012623,62.95089,0.99989456,3.3987436,1.4515365,11.835056,5.0
142745,22745,11.043519,0.9043558,0.15134619,12.395422,0.44902247,44.338142,33.092674,0.9950697,3.7810237,1.6734827,13.842533,5.0
5027,5027,11.684973,0.84966683,0.80281484,6.860226,0.3865372,19.541378,127.527054,0.9989317,3.3185077,1.5332624,12.974057,5.0
137804,17804,6.64714,0.38117436,0.53918093,9.654964,0.29146677,25.362982,172.3454,0.9974446,3.4017425,1.1979638,9.629258,3.0
159472,39472,10.726136,0.55799496,0.5552752,6.071111,0.507336,58.08927,145.89243,0.9928234,3.5898676,1.0633146,11.805518,5.0
160482,40482,9.1205435,1.0320045,0.46161225,13.048258,0.2001628,5.4313455,59.654312,1.0011576,3.4784114,1.2121222,12.789537,3.0
63133,3133,11.2316475,1.5505477,0.76599514,12.762597,0.4685341,15.475066,25.442902,0.9956951,3.6572328,1.7176613,13.701091,3.0
141744,21744,8.832023,1.1673423,0.5210337,4.918346,0.29078522,24.260824,115.15353,0.9963824,3.4851372,1.1924407,11.468565,3.0
11741,11741,8.938221,0.2792431,0.5133364,11.451367,0.18867083,25.899076,152.38054,0.99978596,3.3816597,0.87974334,9.750248,6.0
79245,19245,9.501067,0.6321841,0.19526936,7.559614,0.36549017,56.465004,130.5155,0.99738795,3.2753727,1.3494084,12.415787,6.0
44637,44637,7.2843294,0.5489698,0.13823324,7.6151085,0.32963923,39.03383,92.61342,0.99714345,3.3922248,1.2620404,11.948763,3.0
163751,43751,11.094365,1.3131375,0.19920759,4.215745,0.19132155,31.47738,197.68475,1.0006244,2.968919,1.6841303,13.635658,8.0
69300,9300,12.433945,1.2371663,0.7036262,8.078617,0.08321206,15.110201,116.72765,1.0015553,3.0290287,0.8022526,11.396651,4.0
32997,32997,9.182581,1.3192986,0.23005764,6.8519998,0.30506474,26.272326,98.28901,0.9957128,3.4587646,1.5784125,12.926332,3.0
5520,5520,10.526581,1.1105797,0.41140485,6.017981,0.13831437,31.063204,228.22624,0.9986582,2.9020498,1.1113998,12.082157,4.0
78619,18619,12.259476,1.212445,0.29397723,11.242265,0.2850892,34.072697,42.277954,0.9968545,3.6998653,1.4321977,13.494036,3.0
49020,49020,8.906896,0.4854236,0.58426887,5.3087983,0.4871107,48.78293,121.34424,0.9952313,3.5756254,1.4778938,11.861621,5.0
147927,27927,7.046554,0.5956584,0.79709214,7.1588225,0.30670887,24.495667,244.49802,0.996383,3.4363244,0.68106127,9.375168,3.0
87193,27193,9.011568,0.29254317,0.3768087,12.339466,0.28866485,59.547955,239.10124,0.9957042,2.8423607,0.789921,9.820062,6.0
49048,49048,11.088869,1.1597221,0.54339415,6.529517,0.09506937,11.809397,153.93755,1.0015537,3.0685487,0.96285456,11.9461355,3.0
52538,52538,12.499088,1.4863905,0.6018554,7.170967,0.030556288,3.4566805,254.90411,1.0030884,3.2393124,1.3392619,12.816253,8.0
97985,37985,9.606739,0.9809796,0.63894683,4.233798,0.29394424,23.361012,127.51923,0.99783564,3.5691266,1.0104543,11.681933,3.0
140226,20226,11.360183,1.4005616,0.5682688,11.827622,0.14906679,6.7351813,33.244793,1.0011132,3.5638623,1.4828157,13.190039,3.0
129490,9490,9.884291,1.1975702,0.44314626,10.155872,0.2970181,14.335041,68.152664,0.9979708,3.497351,1.4099287,13.11336,3.0
111197,51197,9.039442,1.0060259,0.5556699,6.4312625,0.41497812,31.316051,111.84074,0.9941455,3.651101,1.182036,11.349908,3.0
110809,50809,10.849586,1.0754806,0.7620858,7.7497034,0.11180086,15.639764,118.56462,1.0012122,3.1386986,0.62887293,10.397282,3.0
107327,47327,9.623363,0.43567333,0.2792685,11.992225,0.2350502,51.01303,216.96162,0.9953734,3.0681298,0.84450215,10.502521,8.0
1286,1286,8.962463,0.54899657,0.20049919,9.7655325,0.42092764,56.58747,75.12328,0.9946507,3.6148896,1.3161944,11.623983,3.0
47778,47778,10.774707,0.26818138,0.23595726,11.709661,0.4307431,65.55386,114.06365,0.993793,3.4615002,0.8012366,10.532892,6.0
135591,15591,10.2323475,0.87284696,0.42515874,10.15903,0.20207937,36.979023,112.124664,0.9985258,2.967543,1.0539972,11.2240095,4.0
20301,20301,10.297679,1.0099698,0.8187626,6.679402,0.43410665,56.90542,228.41135,0.9934026,2.8427052,1.0549054,11.356519,4.0
115164,55164,10.432335,0.5651615,0.7750155,8.763159,0.45790136,51.68539,181.92616,0.9935322,3.734385,1.2467744,10.176518,3.0
7347,7347,10.481481,0.51201576,0.20636442,7.8996654,0.42243353,52.92229,88.42888,0.998945,3.3835764,1.2646463,13.116231,3.0
176767,56767,9.541576,0.9065428,0.06996233,9.996621,0.22389184,43.175564,30.879929,0.9975319,3.453383,1.6569719,12.939093,7.0
1,1,7.343623,1.0542445,0.6183881,7.925037,0.2252551,17.89808,198.49336,0.99873394,3.0735152,1.1793413,10.930298,4.0
94672,34672,7.047442,0.7451032,0.0067420793,13.3731785,0.3673407,58.16182,83.91884,0.9952961,3.6845691,1.9405397,13.786604,5.0
93897,33897,8.212849,0.46554404,0.5707241,5.34334,0.50230396,51.31268,147.3101,0.99290645,3.7260044,1.294746,10.290094,3.0
106045,46045,8.285716,0.8648551,0.111458726,6.4521275,0.36765033,47.29148,100.22287,0.9983576,3.4548366,1.8540516,13.28559,5.0
104386,44386,12.340489,1.4627153,0.8294592,11.467121,0.079764605,3.090925,98.110435,1.0029627,3.212964,1.502069,12.905533,4.0
83582,23582,11.828164,0.8191987,0.36121404,11.21041,0.15297851,31.390087,67.33603,0.99728864,3.3198364,1.0723367,11.450315,3.0
75566,15566,11.185285,1.1761427,0.7570351,7.1599684,0.20860936,41.04953,206.47806,0.99502623,3.4270682,0.86889976,10.022042,3.0
98196,38196,10.303926,0.7153702,0.2742746,8.300504,0.3556286,47.856075,101.04588,0.99413383,3.3999438,0.8938783,10.975595,3.0
162339,42339,8.673183,1.1044849,0.45246607,6.9302626,0.2504921,30.374763,105.34668,0.9973352,3.2350678,1.2392251,11.115153,3.0
126097,6097,11.283369,1.3074868,0.27345306,5.614382,0.18985459,22.641005,164.60316,1.000309,3.0908773,1.4611589,13.379118,8.0
65101,5101,8.101,0.6101146,0.3512631,5.392214,0.4157198,32.225803,105.45996,0.99656737,3.4802706,1.1286755,10.998457,3.0
44550,44550,8.96922,1.5466475,0.09801248,13.197891,0.51596767,49.676304,28.240116,0.9914738,3.7542527,1.9630328,14.095759,3.0
132450,12450,10.609705,1.148249,0.7874721,4.4987016,0.22217974,38.05906,213.988,0.99795926,3.1538568,0.822977,10.350309,3.0
177887,57887,12.805761,1.211278,0.6460951,9.128508,0.27792427,20.33525,51.8403,0.9998592,3.8266668,1.4320877,13.386744,3.0
170542,50542,8.231878,0.57739955,0.7974735,5.4065695,0.43236718,28.949013,208.32838,0.99563444,3.3073423,0.85845834,10.339764,3.0
124758,4758,9.466576,0.48306447,0.6826578,9.650243,0.5140535,37.01544,121.54789,0.9965597,3.432236,1.4762455,12.661341,5.0
68575,8575,12.68828,0.3027556,0.9199795,5.0794125,0.542819,55.925236,227.57162,0.9914678,3.3603947,0.46996915,9.28733,3.0
163273,43273,10.764527,1.3856603,0.7460869,9.313758,0.11909059,5.0229664,62.17001,1.0020615,3.3909798,1.3158501,12.429432,3.0
44334,44334,10.751878,0.810464,0.72554094,4.3227177,0.48608837,44.34921,144.03033,0.9934394,3.7327292,0.9904398,10.333564,3.0
148820,28820,8.350506,0.8435449,0.31632793,6.8587136,0.17284408,21.611649,180.5602,0.9994221,3.149886,1.0196831,11.613136,7.0
32868,32868,7.1979938,0.74562025,0.2889967,9.857764,0.25918126,44.88516,177.49454,0.99515086,3.1106596,1.4731036,10.6387825,7.0
49889,49889,10.882363,0.70412266,0.4101184,8.888619,0.22481121,32.090992,103.67999,0.9975081,3.1885355,0.77951354,11.277849,3.0
73723,13723,13.9390335,0.9165652,0.83449304,8.917705,0.1500052,61.673203,257.74707,0.99636275,2.9163957,0.41013226,9.760554,6.0
165141,45141,11.259482,0.7482134,0.08008181,9.098115,0.2921781,63.415054,92.91703,0.99447125,3.5554314,1.5492893,12.437894,4.0
11303,11303,9.607725,1.2512823,0.8038258,4.837081,0.30830595,14.474248,127.43219,0.99971104,3.4446528,1.1534162,11.959368,3.0
34103,34103,6.256817,1.4208925,0.8640695,3.1073325,0.57868606,32.452343,183.07332,0.9908994,3.425101,1.6651285,10.404732,4.0
6460,6460,8.776275,0.33590785,0.48566967,10.580023,0.15229993,29.626799,216.92831,1.0002786,3.1468742,0.4821815,10.30529,7.0
167229,47229,12.065925,0.44169778,0.5680905,8.6512,0.36765417,69.94509,260.24603,0.99186033,2.9738607,0.67695904,10.803408,4.0
73977,13977,11.3488,1.4364215,0.7444569,5.2913713,0.06347657,14.404424,141.96915,1.0016309,3.1098514,0.77472204,11.631592,4.0
135435,15435,9.108655,1.0850986,0.7311359,10.098491,0.11100967,13.04802,114.648926,1.0015676,2.9769473,0.82942605,10.041754,3.0
17236,17236,14.553057,0.35629547,0.2648064,12.308346,0.48110074,70.8723,71.32366,0.99231905,3.9371634,1.7175229,12.892832,5.0
139068,19068,11.060351,0.7359756,0.049708176,9.088008,0.3769887,66.36705,116.236015,0.99768955,3.5068362,1.5502789,13.784836,8.0
16716,16716,8.762478,0.5624281,0.87807465,2.5989447,0.559548,28.184586,174.1267,0.9932815,3.7537537,1.1315013,9.89825,5.0
127168,7168,6.982252,0.34989098,0.37309983,10.688461,0.31004214,29.094429,154.6392,0.9977944,3.2638443,1.0585018,10.482436,3.0
52760,52760,10.905388,1.289574,0.469287,6.278034,0.2078699,38.223705,125.35509,0.9980474,2.9570403,0.83926785,12.2209015,7.0
22528,22528,8.307818,1.4883008,0.6647406,6.5007253,0.4082208,22.704884,109.20846,0.9939911,3.4060597,1.6432446,11.554099,3.0
103680,43680,6.9332995,0.50573933,0.051860895,8.768562,0.38306472,48.03081,105.011116,0.9976844,3.530825,1.6785694,12.951346,5.0
9967,9967,9.905109,0.8342153,0.37297434,6.524299,0.23451251,49.12001,137.01924,0.9964864,3.038407,0.85352594,11.2674,7.0
139301,19301,11.290798,1.4253305,0.600986,10.808396,0.07519715,4.494779,33.21869,1.0022982,3.510524,1.4263853,12.72994,3.0
81305,21305,11.8949,0.8848754,0.49784335,7.133502,0.15967952,22.811905,72.04627,1.0014466,3.4952083,0.9546491,12.899779,6.0
44816,44816,10.467558,0.9482939,0.81448066,9.957639,0.5594487,44.76919,101.88464,0.9935795,3.799993,1.7593932,11.222686,5.0
142532,22532,11.170758,0.57557654,0.71688956,7.748692,0.5264678,46.863735,113.22264,0.99497294,3.5906398,1.4625055,12.5741005,5.0
131107,11107,10.077916,0.49857724,0.44762442,8.155593,0.37608472,61.588158,194.65736,0.99434924,3.1787739,0.8324784,10.692136,7.0
72739,12739,9.815539,1.4676787,0.44631234,7.9639544,0.16376022,11.49404,51.814377,1.0002486,3.4495096,1.6061219,12.675945,3.0
173261,53261,13.490962,1.2857217,0.14788464,13.0263,0.32270092,52.47857,25.127874,0.9946324,3.6947935,1.8210307,13.987482,8.0
133942,13942,8.33052,0.8260672,0.53299457,6.2246037,0.3162071,25.022823,121.91671,0.998567,3.4391263,1.2697209,11.606222,3.0
142305,22305,9.198867,1.092591,0.6168447,8.613937,0.21070512,17.62333,79.321236,0.9989586,3.1314964,1.3980899,11.559513,4.0
85946,25946,11.466205,1.1589863,0.9456633,1.803414,0.48193347,19.999256,235.01912,0.99356854,3.692366,0.7107895,11.074312,4.0
131975,11975,12.315971,1.1802676,0.13032311,13.659905,0.28301647,16.071396,17.766861,0.9986053,3.7329068,1.6284099,14.235395,5.0
123879,3879,7.383987,0.5760957,0.2808257,9.270545,0.32993025,47.681114,113.02141,0.9964765,3.379561,1.5221273,10.795223,3.0
140008,20008,11.091349,0.48270324,0.7153383,7.5486956,0.40267217,60.04139,236.85632,0.9933738,3.2772052,0.7812273,9.694457,6.0
170689,50689,10.706831,0.76127094,0.26575822,8.520721,0.26192895,62.445915,175.678,0.99688464,3.0229785,0.98875695,11.683716,7.0
173884,53884,10.921103,1.390451,0.36917704,8.718704,0.1425692,31.627823,74.96963,0.99557036,3.4505322,1.4735578,12.379841,3.0
176343,56343,10.131316,1.1472999,0.39989895,8.93984,0.16586599,14.173289,85.34591,1.001171,3.324562,1.5003723,12.677929,3.0
73429,13429,12.687462,1.2253277,0.8367744,10.18957,0.4650917,32.96004,112.25068,0.9945235,3.413865,1.1527811,11.667576,3.0
32542,32542,8.801627,0.8469032,0.35422674,10.049294,0.39279678,38.316387,95.761665,0.9948787,3.3677423,1.3259767,12.025506,7.0
73702,13702,11.63435,0.3554093,0.36496627,12.4388685,0.20933734,62.959503,228.1379,0.99527586,2.9219208,0.7466162,10.060485,6.0
5166,5166,10.08382,0.5992586,0.77877736,7.426481,0.5829799,55.05473,120.35336,0.9925686,3.774103,1.7792407,12.269235,5.0
157098,37098,12.470104,0.26764753,0.57864964,7.7039223,0.59241885,66.76743,127.13122,0.9919759,3.9335098,0.7929463,12.447982,5.0
16453,16453,7.680205,0.30324075,0.65138924,4.0967727,0.57090724,50.938335,134.8925,0.9939051,3.629001,1.3317083,11.676557,5.0
45678,45678,8.714874,0.83153164,0.43011782,9.21577,0.1740379,17.604301,175.45749,1.0007972,3.2572503,1.3770921,11.9099,5.0
91269,31269,7.6745753,0.9427378,0.13179687,6.5802217,0.3840449,59.20919,156.76309,0.99471754,3.3099334,1.8230284,12.731385,5.0
147975,27975,6.04558,0.6030296,0.5502866,7.7028675,0.27826446,10.042949,207.53667,0.99968785,3.352997,0.9514666,10.253247,3.0
148396,28396,8.222126,0.5309765,0.31262517,5.9140058,0.3767957,43.595882,98.87661,0.99682456,3.4529872,1.4181234,11.670637,5.0
128771,8771,13.1311655,0.16817094,0.95660245,8.152697,0.4595557,68.696785,285.45056,0.991489,2.9965198,0.3583641,8.835339,6.0
155416,35416,12.9618635,1.1386796,0.6746243,4.431088,0.19488157,53.40222,225.97653,0.99517256,3.162469,0.52267575,10.327201,6.0
15808,15808,8.167719,0.5036376,0.14896482,9.510372,0.25121415,49.391262,205.32129,0.99798113,3.004594,1.3422326,11.691346,4.0
17006,17006,10.794079,0.43557492,0.5322735,9.725482,0.31902212,66.59302,246.78436,0.99213946,2.8745658,0.67499536,9.765037,6.0
13385,13385,10.814757,0.9037025,0.37964323,8.073794,0.20891194,26.702673,66.38887,0.9993567,3.2132356,0.9600183,12.166237,3.0
24245,24245,10.261113,1.3933773,0.87163293,2.4905593,0.34574798,27.795164,228.15291,0.99363405,3.4064069,0.89105684,10.169869,4.0
2081,2081,10.1445675,0.19430059,0.14209771,11.407291,0.1357465,50.216785,253.67815,0.99937946,3.0206964,0.7965,11.409089,5.0
97770,37770,10.434092,1.0926696,0.68004435,4.8076673,0.38235182,47.718845,218.49678,0.99154204,3.4052954,0.8937424,9.901262,4.0
2530,2530,12.849762,0.4053452,0.90164274,3.629988,0.58510673,56.39985,164.20763,0.99371064,3.861886,1.4315238,12.021962,5.0
148718,28718,9.280146,0.2434476,0.5843971,10.512293,0.42517477,57.42415,220.31184,0.99346256,3.2735398,0.73263234,9.346346,6.0
51194,51194,10.354923,0.2427857,0.27107406,12.414192,0.277547,57.577454,177.53676,0.9953986,3.212585,0.6381591,10.489173,6.0
69520,9520,11.603219,1.2149997,0.3704627,11.112652,0.27908295,34.453724,39.907455,0.9962043,3.6806493,1.5048394,12.956548,3.0
11831,11831,9.631248,1.112656,0.7187312,8.175279,0.2248912,30.474134,174.00504,0.99712634,3.3257508,1.1168807,10.420535,6.0
89986,29986,14.523105,1.5307193,0.81020147,13.410788,0.09993339,6.8620725,20.526968,1.0015306,3.521392,1.412409,13.275108,3.0
134505,14505,12.61451,1.4398221,0.2839823,13.151556,0.08610063,11.932046,17.703556,1.0008186,3.604206,1.7598879,13.31683,3.0
145988,25988,11.26624,1.4919544,0.17547658,8.93955,0.09385865,8.19913,48.703403,1.0012277,3.1954799,1.9030586,13.512608,3.0
166471,46471,9.659445,1.0450686,0.43595767,8.269087,0.15021959,13.422563,69.49912,1.0000151,3.159792,1.3255873,11.666874,4.0
50872,50872,12.321432,0.86016065,0.5957857,6.3785276,0.2690505,51.976433,160.52834,0.9961063,3.0046585,0.56775874,11.094469,7.0
51650,51650,11.717144,0.42854878,0.4501076,10.944867,0.21643835,54.151558,157.42844,0.99832577,3.3112643,0.787383,11.469513,6.0
154491,34491,11.257061,0.57581383,0.21404478,11.735621,0.40651703,64.811386,117.14395,0.99348557,3.5886834,1.1284602,11.839198,6.0
115289,55289,10.178844,0.48302215,0.3521743,11.6459875,0.21844529,51.16637,142.16307,0.99679714,3.4641514,1.1913937,10.949743,6.0
69434,9434,12.688457,1.1204656,0.94474906,9.702462,0.14682387,19.328007,169.5068,1.0007358,3.251377,0.55287707,9.673451,3.0
